logisticsid,po_id,carrier,shipmentmode,freightcost,expecteddelivery,actualdelivery,shipmentstatus,origincountry,destinationstore
LOG-E21062,PO-E21062,FedEx Freight,Air,4.94,2024-11-19,2024-11-18,Delivered,USA,Charlotte Standard
LOG-E21063,PO-E21063,FedEx Freight,Air,22.61,2026-02-12,2026-02-13,Delivered,USA,Providence Express
LOG-E21064,PO-E21064,FedEx Freight,Air,16.25,2026-12-17,2026-12-18,Delivered,USA,Denver Standard
LOG-E21065,PO-E21065,FedEx Freight,Air,3.3,2026-05-05,2026-05-04,Delivered,USA,Philadelphia Standard
LOG-E21066,PO-E21066,FedEx Freight,Air,2.93,2025-04-09,2025-04-09,Delivered,Canada,Chicago Flagship
LOG-E21067,PO-E21067,FedEx Freight,Air,22.61,2026-02-24,2026-02-24,Delivered,USA,Providence Express
LOG-E21068,PO-E21068,FedEx Freight,Air,8.87,2026-04-10,2026-04-10,Delivered,Mexico,Denver Standard
LOG-E21069,PO-E21069,FedEx Freight,Air,10.89,2025-03-02,2025-03-03,Delivered,UAE,Chicago Flagship
LOG-E21070,PO-E21070,FedEx Freight,Air,4.2,2026-08-13,2026-08-13,Delivered,USA,Nashville Compact
LOG-E21071,PO-E21071,FedEx Freight,Air,4.71,2025-07-29,2025-07-30,Delivered,USA,Chicago Flagship
LOG-E21072,PO-E21072,FedEx Freight,Air,11.99,2026-12-16,2026-12-17,Delivered,USA,Philadelphia Standard
LOG-E21073,PO-E21073,FedEx Freight,Air,23.47,2026-06-17,2026-06-17,Delivered,USA,Providence Express
LOG-E21074,PO-E21074,FedEx Freight,Air,3.48,2026-08-12,2026-08-12,Delivered,USA,Tampa Compact
LOG-E21075,PO-E21075,FedEx Freight,Air,18.92,2026-08-20,2026-08-21,Delivered,China,Columbus Standard
LOG-E21076,PO-E21076,FedEx Freight,Air,2.64,2025-01-01,2024-12-31,Delivered,USA,Chicago Flagship
LOG-E21077,PO-E21077,FedEx Freight,Air,17.37,2025-01-05,2025-01-04,Delivered,Taiwan,Boston Flagship
LOG-E21078,PO-E21078,FedEx Freight,Air,4.0,2027-01-01,2027-01-01,In Transit,Mexico,Charlotte Standard
LOG-E21079,PO-E21079,FedEx Freight,Air,7.13,2024-10-28,2024-10-27,Delivered,China,Philadelphia Standard
LOG-E21080,PO-E21080,FedEx Freight,Air,17.37,2025-06-08,2025-06-08,Delivered,Taiwan,Columbus Standard
LOG-E21081,PO-E21081,FedEx Freight,Air,9.12,2025-12-30,2025-12-30,Delivered,USA,Charlotte Standard
LOG-E21082,PO-E21082,FedEx Freight,Air,4.78,2025-07-30,2025-07-30,Delivered,Mexico,Phoenix Compact
LOG-E21083,PO-E21083,FedEx Freight,Air,5.44,2026-12-16,2026-12-15,Delivered,USA,Providence Express
LOG-E21084,PO-E21084,FedEx Freight,Air,5.72,2026-04-21,2026-04-21,Delivered,USA,Indianapolis Standard
LOG-E21085,PO-E21085,FedEx Freight,Air,17.37,2026-09-27,2026-09-27,Delivered,Taiwan,Denver Standard
LOG-E21086,PO-E21086,FedEx Freight,Air,14.45,2026-11-08,2026-11-09,Delivered,China,Providence Express
LOG-E21087,PO-E21087,FedEx Freight,Air,19.21,2026-01-14,2026-01-15,Delivered,USA,Indianapolis Standard
LOG-E21088,PO-E21088,FedEx Freight,Air,3.09,2026-05-07,2026-05-07,Delivered,USA,Boston Flagship
LOG-E21089,PO-E21089,FedEx Freight,Air,13.13,2025-12-09,2025-12-08,Delivered,China,Atlanta Flagship
LOG-E21090,PO-E21090,FedEx Freight,Air,2.83,2026-12-31,2026-12-31,Delivered,USA,Providence Express
LOG-E21091,PO-E21091,FedEx Freight,Air,2.83,2026-06-16,2026-06-16,Delivered,USA,Salt Lake City Express
LOG-E21092,PO-E21092,FedEx Freight,Air,55.56,2025-03-18,2025-03-17,Delivered,China,Tampa Compact
LOG-E21093,PO-E21093,FedEx Freight,Air,15.44,2026-12-30,2026-12-29,Delivered,USA,Atlanta Flagship
LOG-E21094,PO-E21094,FedEx Freight,Air,23.2,2026-08-26,2026-08-26,Delivered,USA,Boston Flagship
LOG-E21095,PO-E21095,FedEx Freight,Air,5.78,2025-02-27,2025-02-26,Delivered,USA,Chicago Flagship
LOG-E21096,PO-E21096,FedEx Freight,Air,12.11,2025-07-08,2025-07-09,Delivered,China,Boston Flagship
LOG-E21097,PO-E21097,FedEx Freight,Air,42.73,2027-01-01,2026-12-31,Delivered,Mexico,Atlanta Flagship
LOG-E21098,PO-E21098,FedEx Freight,Air,6.59,2026-11-10,2026-11-10,Delivered,China,Charlotte Standard
LOG-E21099,PO-E21099,FedEx Freight,Air,17.37,2026-03-14,2026-03-14,Delivered,Taiwan,Boston Flagship
LOG-E21100,PO-E21100,FedEx Freight,Air,14.45,2026-05-24,2026-05-25,Delivered,China,Philadelphia Standard
LOG-E21101,PO-E21101,FedEx Freight,Air,14.52,2026-10-26,2026-10-26,Delivered,China,Indianapolis Standard
LOG-E21102,PO-E21102,FedEx Freight,Air,6.61,2025-11-05,2025-11-04,Delivered,USA,Tampa Compact
LOG-E21103,PO-E21103,FedEx Freight,Air,3.69,2026-05-27,2026-05-26,Delivered,China,Phoenix Compact
LOG-E21104,PO-E21104,FedEx Freight,Air,4.78,2025-08-13,2025-08-13,Delivered,Mexico,Philadelphia Standard
LOG-E21105,PO-E21105,FedEx Freight,Air,10.65,2025-08-28,2025-08-27,Delivered,USA,Columbus Standard
LOG-E21106,PO-E21106,FedEx Freight,Air,3.47,2026-12-04,2026-12-03,Delivered,Canada,Providence Express
LOG-E21107,PO-E21107,FedEx Freight,Air,13.11,2024-10-08,2024-10-08,Delivered,USA,Denver Standard
LOG-E21108,PO-E21108,FedEx Freight,Air,18.05,2025-12-04,2025-12-04,Delivered,USA,Tampa Compact
LOG-E21109,PO-E21109,FedEx Freight,Air,10.22,2025-12-24,2025-12-25,Delivered,China,Columbus Standard
LOG-E21110,PO-E21110,FedEx Freight,Air,2.87,2025-12-30,2025-12-30,Delivered,USA,Denver Standard
LOG-E21111,PO-E21111,FedEx Freight,Air,5.78,2026-03-26,2026-03-27,Delivered,USA,Nashville Compact
LOG-E21112,PO-E21112,FedEx Freight,Air,12.11,2025-04-15,2025-04-15,Delivered,China,Philadelphia Standard
LOG-E21113,PO-E21113,FedEx Freight,Air,1.0,2025-05-08,2025-05-07,Delivered,Mexico,Boston Flagship
LOG-E21114,PO-E21114,FedEx Freight,Air,15.73,2025-12-04,2025-12-05,Delivered,USA,Denver Standard
LOG-E21115,PO-E21115,FedEx Freight,Air,7.4,2025-01-01,2024-12-31,Delivered,USA,Atlanta Flagship
LOG-E21116,PO-E21116,FedEx Freight,Air,4.94,2026-12-30,2026-12-31,Delivered,USA,Charlotte Standard
LOG-E21117,PO-E21117,FedEx Freight,Air,3.99,2026-02-26,2026-02-25,Delivered,USA,Nashville Compact
LOG-E21118,PO-E21118,FedEx Freight,Air,14.32,2026-11-08,2026-11-08,Delivered,UAE,Providence Express
LOG-E21119,PO-E21119,FedEx Freight,Air,17.37,2026-02-16,2026-02-16,Delivered,Taiwan,Nashville Compact
LOG-E21120,PO-E21120,FedEx Freight,Air,4.42,2026-04-23,2026-04-22,Delivered,USA,Atlanta Flagship
LOG-E21121,PO-E21121,FedEx Freight,Air,17.17,2025-12-02,2025-12-02,Delivered,Canada,Phoenix Compact
LOG-E21122,PO-E21122,FedEx Freight,Air,1.62,2025-06-03,2025-06-02,Delivered,USA,Charlotte Standard
LOG-E21123,PO-E21123,FedEx Freight,Air,25.06,2026-04-26,2026-04-25,Delivered,Taiwan,Salt Lake City Express
LOG-E21124,PO-E21124,FedEx Freight,Air,16.96,2024-12-18,2024-12-17,Delivered,USA,Denver Standard
LOG-E21125,PO-E21125,FedEx Freight,Air,4.01,2026-11-20,2026-11-21,Delivered,UAE,Providence Express
LOG-E21126,PO-E21126,FedEx Freight,Air,2.12,2026-04-23,2026-04-23,Delivered,USA,Indianapolis Standard
LOG-E21127,PO-E21127,FedEx Freight,Air,9.51,2026-02-25,2026-02-24,Delivered,USA,Detroit Compact
LOG-E21128,PO-E21128,FedEx Freight,Air,12.01,2026-03-18,2026-03-18,Delivered,China,Salt Lake City Express
LOG-E21129,PO-E21129,FedEx Freight,Air,3.13,2026-09-23,2026-09-23,Delivered,USA,Hartford Express
LOG-E21130,PO-E21130,FedEx Freight,Air,17.25,2025-08-06,2025-08-05,Delivered,China,Atlanta Flagship
LOG-E21131,PO-E21131,FedEx Freight,Air,33.31,2026-01-03,2026-01-03,Delivered,UAE,Salt Lake City Express
LOG-E21132,PO-E21132,FedEx Freight,Air,1.0,2026-06-03,2026-06-04,Delivered,Mexico,Raleigh Standard
LOG-E21133,PO-E21133,FedEx Freight,Air,3.77,2026-07-30,2026-07-30,Delivered,USA,Chicago Flagship
LOG-E21134,PO-E21134,FedEx Freight,Air,12.91,2026-09-01,2026-09-02,Delivered,China,Nashville Compact
LOG-E21135,PO-E21135,FedEx Freight,Air,1.54,2026-12-31,2026-12-31,Delivered,USA,Indianapolis Standard
LOG-E21136,PO-E21136,FedEx Freight,Air,7.13,2026-08-18,2026-08-19,Delivered,China,Indianapolis Standard
LOG-E21137,PO-E21137,FedEx Freight,Air,12.65,2026-10-08,2026-10-08,Delivered,USA,Denver Standard
LOG-E21138,PO-E21138,FedEx Freight,Air,10.67,2025-08-13,2025-08-12,Delivered,USA,Denver Standard
LOG-E21139,PO-E21139,FedEx Freight,Air,17.37,2025-05-10,2025-05-09,Delivered,Taiwan,Columbus Standard
LOG-E21140,PO-E21140,FedEx Freight,Air,13.13,2026-11-24,2026-11-24,Delivered,China,Nashville Compact
LOG-E21141,PO-E21141,FedEx Freight,Air,4.76,2026-12-15,2026-12-14,Delivered,USA,Chicago Flagship
LOG-E21142,PO-E21142,FedEx Freight,Air,10.65,2025-03-26,2025-03-25,Delivered,Mexico,Charlotte Standard
LOG-E21143,PO-E21143,FedEx Freight,Air,1.56,2025-11-07,2025-11-08,Delivered,UAE,Indianapolis Standard
LOG-E21144,PO-E21144,FedEx Freight,Air,2.24,2025-10-22,2025-10-23,Delivered,USA,Charlotte Standard
LOG-E21145,PO-E21145,FedEx Freight,Air,22.23,2026-03-04,2026-03-05,Delivered,China,Boston Flagship
LOG-E21146,PO-E21146,FedEx Freight,Air,15.21,2026-10-28,2026-10-28,Delivered,China,Philadelphia Standard
LOG-E21147,PO-E21147,FedEx Freight,Air,8.19,2025-11-19,2025-11-19,Delivered,USA,Providence Express
LOG-E21148,PO-E21148,FedEx Freight,Air,9.56,2025-08-05,2025-08-04,Delivered,China,Phoenix Compact
LOG-E21149,PO-E21149,FedEx Freight,Air,28.64,2026-06-03,2026-06-02,Delivered,USA,Charlotte Standard
LOG-E21150,PO-E21150,FedEx Freight,Air,8.52,2026-10-06,2026-10-07,Delivered,USA,Raleigh Standard
LOG-E21151,PO-E21151,FedEx Freight,Air,23.2,2026-01-27,2026-01-28,Delivered,USA,Boston Flagship
LOG-E21152,PO-E21152,FedEx Freight,Air,5.15,2026-09-22,2026-09-23,Delivered,USA,Charlotte Standard
LOG-E21153,PO-E21153,FedEx Freight,Air,11.76,2026-04-27,2026-04-26,Delivered,China,Nashville Compact
LOG-E21154,PO-E21154,FedEx Freight,Air,4.42,2026-01-01,2026-01-01,Delivered,USA,Providence Express
LOG-E21155,PO-E21155,FedEx Freight,Air,23.89,2025-05-24,2025-05-24,Delivered,UAE,Charlotte Standard
LOG-E21156,PO-E21156,FedEx Freight,Air,6.24,2025-08-19,2025-08-20,Delivered,China,Philadelphia Standard
LOG-E21157,PO-E21157,FedEx Freight,Air,9.41,2026-12-30,2026-12-29,Delivered,USA,Hartford Express
LOG-E21158,PO-E21158,FedEx Freight,Air,6.18,2026-03-30,2026-03-30,Delivered,China,Columbus Standard
LOG-E21159,PO-E21159,FedEx Freight,Air,6.19,2025-02-11,2025-02-11,Delivered,USA,Chicago Flagship
LOG-E21160,PO-E21160,FedEx Freight,Air,2.48,2026-10-21,2026-10-20,Delivered,USA,Philadelphia Standard
LOG-E21161,PO-E21161,FedEx Freight,Air,2.86,2025-05-23,2025-05-24,Delivered,UAE,Denver Standard
LOG-E21162,PO-E21162,FedEx Freight,Air,4.2,2026-12-01,2026-12-01,Delivered,USA,Detroit Compact
LOG-E21163,PO-E21163,FedEx Freight,Air,8.93,2025-10-28,2025-10-27,Delivered,China,Chicago Flagship
LOG-E21164,PO-E21164,FedEx Freight,Air,48.55,2026-02-25,2026-02-25,Delivered,Mexico,Providence Express
LOG-E21165,PO-E21165,FedEx Freight,Air,8.93,2026-02-16,2026-02-15,Delivered,China,Columbus Standard
LOG-E21166,PO-E21166,FedEx Freight,Air,32.22,2026-04-12,2026-04-11,Delivered,Taiwan,Philadelphia Standard
LOG-E21167,PO-E21167,FedEx Freight,Air,29.59,2025-12-21,2025-12-21,Delivered,UAE,Boston Flagship
LOG-E21168,PO-E21168,FedEx Freight,Air,6.12,2026-01-13,2026-01-14,Delivered,USA,Boston Flagship
LOG-E21169,PO-E21169,FedEx Freight,Air,21.66,2025-12-31,2026-01-01,Delivered,USA,Indianapolis Standard
LOG-E21170,PO-E21170,FedEx Freight,Air,28.45,2025-02-12,2025-02-13,Delivered,USA,Columbus Standard
LOG-E21171,PO-E21171,FedEx Freight,Air,6.61,2025-03-25,2025-03-24,Delivered,USA,Charlotte Standard
LOG-E21172,PO-E21172,FedEx Freight,Air,2.83,2025-10-23,2025-10-23,Delivered,USA,Chicago Flagship
LOG-E21173,PO-E21173,FedEx Freight,Air,2.93,2024-11-08,2024-11-08,Delivered,Canada,Boston Flagship
LOG-E21174,PO-E21174,FedEx Freight,Air,19.05,2026-03-18,2026-03-17,Delivered,China,Charlotte Standard
LOG-E21175,PO-E21175,FedEx Freight,Air,5.64,2026-02-11,2026-02-12,Delivered,USA,Detroit Compact
LOG-E21176,PO-E21176,FedEx Freight,Air,10.95,2026-12-30,2026-12-30,Delivered,USA,Providence Express
LOG-E21177,PO-E21177,FedEx Freight,Air,15.44,2026-01-29,2026-01-30,Delivered,USA,Chicago Flagship
LOG-E21178,PO-E21178,FedEx Freight,Air,23.47,2026-02-10,2026-02-09,Delivered,USA,Boston Flagship
LOG-E21179,PO-E21179,FedEx Freight,Air,5.15,2024-11-20,2024-11-20,Delivered,USA,Atlanta Flagship
LOG-E21180,PO-E21180,FedEx Freight,Air,15.73,2025-05-22,2025-05-23,Delivered,USA,Indianapolis Standard
LOG-E21181,PO-E21181,FedEx Freight,Air,14.26,2025-01-30,2025-01-31,Delivered,USA,Denver Standard
LOG-E21182,PO-E21182,FedEx Freight,Air,21.2,2026-12-31,2026-12-30,Delivered,USA,Detroit Compact
LOG-E21183,PO-E21183,FedEx Freight,Air,15.44,2026-01-29,2026-01-30,Delivered,USA,Indianapolis Standard
LOG-E21184,PO-E21184,FedEx Freight,Air,6.19,2026-06-04,2026-06-04,Delivered,USA,Phoenix Compact
LOG-E21185,PO-E21185,FedEx Freight,Air,8.26,2026-10-07,2026-10-07,Delivered,USA,Phoenix Compact
LOG-E21186,PO-E21186,FedEx Freight,Air,3.11,2026-08-04,2026-08-05,Delivered,China,Atlanta Flagship
LOG-E21187,PO-E21187,FedEx Freight,Air,12.26,2025-02-03,2025-02-03,Delivered,Taiwan,Philadelphia Standard
LOG-E21188,PO-E21188,FedEx Freight,Air,8.26,2026-07-01,2026-07-01,Delivered,USA,Salt Lake City Express
LOG-E21189,PO-E21189,FedEx Freight,Air,6.19,2025-05-06,2025-05-07,Delivered,USA,Charlotte Standard
LOG-E21190,PO-E21190,FedEx Freight,Air,28.45,2026-12-15,2026-12-15,Delivered,USA,Phoenix Compact
LOG-E21191,PO-E21191,FedEx Freight,Air,1.83,2026-02-24,2026-02-24,Delivered,USA,Charlotte Standard
LOG-E21192,PO-E21192,FedEx Freight,Air,6.06,2024-10-22,2024-10-22,Delivered,USA,Philadelphia Standard
LOG-E21193,PO-E21193,FedEx Freight,Air,8.34,2026-10-22,2026-10-21,Delivered,USA,Detroit Compact
LOG-E21194,PO-E21194,FedEx Freight,Air,22.23,2025-03-20,2025-03-21,Delivered,China,Boston Flagship
LOG-E21195,PO-E21195,FedEx Freight,Air,10.22,2026-08-20,2026-08-19,Delivered,China,Charlotte Standard
LOG-E21196,PO-E21196,FedEx Freight,Air,27.52,2025-03-15,2025-03-14,Delivered,Taiwan,Philadelphia Standard
LOG-E21197,PO-E21197,FedEx Freight,Air,10.61,2025-07-30,2025-07-31,Delivered,USA,Chicago Flagship
LOG-E21198,PO-E21198,FedEx Freight,Air,1.0,2026-10-22,2026-10-22,Delivered,Mexico,Indianapolis Standard
LOG-E21199,PO-E21199,FedEx Freight,Air,9.51,2026-11-19,2026-11-19,Delivered,USA,Providence Express
LOG-E21200,PO-E21200,FedEx Freight,Air,8.38,2026-05-22,2026-05-22,Delivered,UAE,Nashville Compact
LOG-E21201,PO-E21201,FedEx Freight,Air,10.65,2026-03-11,2026-03-12,Delivered,Mexico,Atlanta Flagship
LOG-E21202,PO-E21202,FedEx Freight,Air,9.54,2026-03-25,2026-03-26,Delivered,USA,Providence Express
LOG-E21203,PO-E21203,FedEx Freight,Air,4.28,2025-07-31,2025-07-31,Delivered,Mexico,Columbus Standard
LOG-E21204,PO-E21204,FedEx Freight,Air,13.51,2025-05-28,2025-05-27,Delivered,China,Charlotte Standard
LOG-E21205,PO-E21205,FedEx Freight,Air,6.27,2026-12-17,2026-12-17,Delivered,USA,Hartford Express
LOG-E21206,PO-E21206,FedEx Freight,Air,4.2,2024-10-10,2024-10-10,Delivered,USA,Chicago Flagship
LOG-E21207,PO-E21207,FedEx Freight,Air,5.83,2026-06-05,2026-06-06,Delivered,Germany,Denver Standard
LOG-E21208,PO-E21208,FedEx Freight,Air,65.61,2026-09-01,2026-09-02,Delivered,China,Philadelphia Standard
LOG-E21209,PO-E21209,FedEx Freight,Air,6.19,2026-12-15,2026-12-15,Delivered,USA,Boston Flagship
LOG-E21210,PO-E21210,FedEx Freight,Air,1.07,2026-06-03,2026-06-02,Delivered,USA,Columbus Standard
LOG-E21211,PO-E21211,FedEx Freight,Air,57.96,2025-03-27,2025-03-27,Delivered,Canada,Denver Standard
LOG-E21212,PO-E21212,FedEx Freight,Air,4.07,2026-02-26,2026-02-27,Delivered,USA,Philadelphia Standard
LOG-E21213,PO-E21213,FedEx Freight,Air,21.03,2026-09-12,2026-09-12,Delivered,UAE,Salt Lake City Express
LOG-E21214,PO-E21214,FedEx Freight,Air,3.37,2025-07-29,2025-07-29,Delivered,USA,Chicago Flagship
LOG-E21215,PO-E21215,FedEx Freight,Air,19.21,2026-12-30,2026-12-30,Delivered,USA,Detroit Compact
LOG-E21216,PO-E21216,FedEx Freight,Air,9.18,2025-05-22,2025-05-23,Delivered,USA,Boston Flagship
LOG-E21217,PO-E21217,FedEx Freight,Air,15.51,2026-04-30,2026-05-01,Delivered,China,Providence Express
LOG-E21218,PO-E21218,FedEx Freight,Air,8.93,2026-12-22,2026-12-23,Delivered,China,Nashville Compact
LOG-E21219,PO-E21219,FedEx Freight,Air,1.0,2025-08-27,2025-08-27,Delivered,Mexico,Atlanta Flagship
LOG-E21220,PO-E21220,FedEx Freight,Air,12.64,2026-12-30,2026-12-30,Delivered,USA,Raleigh Standard
LOG-E21221,PO-E21221,FedEx Freight,Air,5.78,2025-05-22,2025-05-21,Delivered,USA,Atlanta Flagship
LOG-E21222,PO-E21222,FedEx Freight,Air,4.01,2026-09-27,2026-09-26,Delivered,UAE,Providence Express
LOG-E21223,PO-E21223,FedEx Freight,Air,15.44,2025-11-04,2025-11-05,Delivered,USA,Columbus Standard
LOG-E21224,PO-E21224,FedEx Freight,Air,20.25,2026-12-17,2026-12-16,Delivered,USA,Detroit Compact
LOG-E21225,PO-E21225,FedEx Freight,Air,10.03,2026-10-24,2026-10-24,Delivered,Germany,Denver Standard
LOG-E21226,PO-E21226,FedEx Freight,Air,14.26,2025-02-27,2025-02-28,Delivered,USA,Denver Standard
LOG-E21227,PO-E21227,FedEx Freight,Air,3.09,2026-06-04,2026-06-04,Delivered,USA,Salt Lake City Express
LOG-E21228,PO-E21228,FedEx Freight,Air,17.82,2024-10-09,2024-10-08,Delivered,USA,Boston Flagship
LOG-E21229,PO-E21229,FedEx Freight,Air,20.61,2025-03-25,2025-03-24,Delivered,Canada,Charlotte Standard
LOG-E21230,PO-E21230,FedEx Freight,Air,4.03,2026-12-31,2026-12-31,Delivered,USA,Salt Lake City Express
LOG-E21231,PO-E21231,FedEx Freight,Air,12.11,2026-11-10,2026-11-09,Delivered,China,Providence Express
LOG-E21232,PO-E21232,FedEx Freight,Air,28.45,2025-05-07,2025-05-08,Delivered,USA,Boston Flagship
LOG-E21233,PO-E21233,FedEx Freight,Air,1.7,2026-09-09,2026-09-09,Delivered,USA,Nashville Compact
LOG-E21234,PO-E21234,FedEx Freight,Air,11.06,2025-12-23,2025-12-22,Delivered,China,Denver Standard
LOG-E21235,PO-E21235,FedEx Freight,Air,4.07,2025-01-15,2025-01-15,Delivered,USA,Philadelphia Standard
LOG-E21236,PO-E21236,FedEx Freight,Air,4.28,2026-12-17,2026-12-17,Delivered,Mexico,Atlanta Flagship
LOG-E21237,PO-E21237,FedEx Freight,Air,10.61,2025-11-20,2025-11-19,Delivered,USA,Providence Express
LOG-E21238,PO-E21238,FedEx Freight,Air,7.29,2025-04-11,2025-04-12,Delivered,Germany,Philadelphia Standard
LOG-E21239,PO-E21239,FedEx Freight,Air,3.99,2026-02-24,2026-02-25,Delivered,USA,Raleigh Standard
LOG-E21240,PO-E21240,FedEx Freight,Air,8.73,2025-10-11,2025-10-10,Delivered,Canada,Chicago Flagship
LOG-E21241,PO-E21241,FedEx Freight,Air,10.13,2025-02-12,2025-02-11,Delivered,USA,Boston Flagship
LOG-E21242,PO-E21242,FedEx Freight,Air,29.83,2026-09-27,2026-09-27,Delivered,Taiwan,Columbus Standard
LOG-E21243,PO-E21243,FedEx Freight,Air,10.06,2025-09-25,2025-09-25,Delivered,Canada,Phoenix Compact
LOG-E21244,PO-E21244,FedEx Freight,Air,10.61,2026-09-09,2026-09-10,Delivered,USA,Chicago Flagship
LOG-E21245,PO-E21245,FedEx Freight,Air,28.64,2025-12-03,2025-12-04,Delivered,USA,Nashville Compact
LOG-E21246,PO-E21246,FedEx Freight,Air,12.67,2025-06-21,2025-06-21,Delivered,Canada,Philadelphia Standard
LOG-E21247,PO-E21247,FedEx Freight,Air,10.03,2025-06-06,2025-06-05,Delivered,Germany,Tampa Compact
LOG-E21248,PO-E21248,FedEx Freight,Air,11.06,2025-10-15,2025-10-14,Delivered,China,Phoenix Compact
LOG-E21249,PO-E21249,FedEx Freight,Air,48.31,2026-01-18,2026-01-19,Delivered,Taiwan,Indianapolis Standard
LOG-E21250,PO-E21250,FedEx Freight,Air,10.85,2024-11-20,2024-11-21,Delivered,USA,Atlanta Flagship
LOG-E21251,PO-E21251,FedEx Freight,Air,1.62,2025-07-30,2025-07-30,Delivered,USA,Columbus Standard
LOG-E21252,PO-E21252,FedEx Freight,Air,10.2,2026-08-04,2026-08-04,Delivered,China,Charlotte Standard
LOG-E21253,PO-E21253,FedEx Freight,Air,5.15,2025-12-16,2025-12-16,Delivered,USA,Boston Flagship
LOG-E21254,PO-E21254,FedEx Freight,Air,13.32,2026-07-02,2026-07-03,Delivered,Canada,Providence Express
LOG-E21255,PO-E21255,FedEx Freight,Air,32.22,2026-03-28,2026-03-29,Delivered,Taiwan,Philadelphia Standard
LOG-E21256,PO-E21256,FedEx Freight,Air,4.83,2026-10-07,2026-10-08,Delivered,USA,Salt Lake City Express
LOG-E21257,PO-E21257,FedEx Freight,Air,5.2,2026-03-17,2026-03-18,Delivered,China,Tampa Compact
LOG-E21258,PO-E21258,FedEx Freight,Air,23.2,2026-07-16,2026-07-16,Delivered,USA,Boston Flagship
LOG-E21259,PO-E21259,FedEx Freight,Air,1.7,2026-07-15,2026-07-15,Delivered,USA,Providence Express
LOG-E21260,PO-E21260,FedEx Freight,Air,12.2,2026-05-11,2026-05-10,Delivered,China,Detroit Compact
LOG-E21261,PO-E21261,FedEx Freight,Air,2.89,2025-06-07,2025-06-08,Delivered,Canada,Atlanta Flagship
LOG-E21262,PO-E21262,FedEx Freight,Air,7.86,2026-10-09,2026-10-08,Delivered,Canada,Phoenix Compact
LOG-E21263,PO-E21263,FedEx Freight,Air,1.7,2026-03-25,2026-03-26,Delivered,USA,Columbus Standard
LOG-E21264,PO-E21264,FedEx Freight,Air,10.03,2025-08-15,2025-08-16,Delivered,Germany,Indianapolis Standard
LOG-E21265,PO-E21265,FedEx Freight,Air,3.42,2026-05-22,2026-05-23,Delivered,Canada,Charlotte Standard
LOG-E21266,PO-E21266,FedEx Freight,Air,12.67,2026-06-19,2026-06-19,Delivered,Canada,Providence Express
LOG-E21267,PO-E21267,FedEx Freight,Air,6.61,2026-01-29,2026-01-29,Delivered,USA,Tampa Compact
LOG-E21268,PO-E21268,FedEx Freight,Air,8.52,2027-01-02,2027-01-02,In Transit,USA,Raleigh Standard
LOG-E21269,PO-E21269,FedEx Freight,Air,26.63,2026-10-10,2026-10-10,Delivered,UAE,Chicago Flagship
LOG-E21270,PO-E21270,FedEx Freight,Air,10.21,2025-05-25,2025-05-26,Delivered,Taiwan,Atlanta Flagship
LOG-E21271,PO-E21271,FedEx Freight,Air,11.31,2026-11-21,2026-11-21,Delivered,Germany,Nashville Compact
LOG-E21272,PO-E21272,FedEx Freight,Air,70.38,2026-09-23,2026-09-23,Delivered,Canada,Chicago Flagship
LOG-E21273,PO-E21273,FedEx Freight,Air,18.65,2026-03-11,2026-03-12,Delivered,USA,Salt Lake City Express
LOG-E21274,PO-E21274,FedEx Freight,Air,8.31,2025-08-19,2025-08-19,Delivered,China,Denver Standard
LOG-E21275,PO-E21275,FedEx Freight,Air,1.73,2025-09-26,2025-09-27,Delivered,UAE,Providence Express
LOG-E21276,PO-E21276,FedEx Freight,Air,6.46,2024-11-06,2024-11-05,Delivered,USA,Philadelphia Standard
LOG-E21277,PO-E21277,FedEx Freight,Air,5.15,2026-09-09,2026-09-09,Delivered,USA,Phoenix Compact
LOG-E21278,PO-E21278,FedEx Freight,Air,13.13,2026-03-02,2026-03-03,Delivered,China,Nashville Compact
LOG-E21279,PO-E21279,FedEx Freight,Air,3.47,2024-12-19,2024-12-20,Delivered,Canada,Boston Flagship
LOG-E21280,PO-E21280,FedEx Freight,Air,3.42,2024-11-06,2024-11-06,Delivered,Canada,Boston Flagship
LOG-E21281,PO-E21281,FedEx Freight,Air,3.77,2026-01-27,2026-01-28,Delivered,USA,Charlotte Standard
LOG-E21282,PO-E21282,FedEx Freight,Air,11.06,2025-12-08,2025-12-09,Delivered,China,Phoenix Compact
LOG-E21283,PO-E21283,FedEx Freight,Air,76.59,2025-11-20,2025-11-19,Delivered,Canada,Philadelphia Standard
LOG-E21284,PO-E21284,FedEx Freight,Air,6.06,2026-02-12,2026-02-11,Delivered,USA,Boston Flagship
LOG-E21285,PO-E21285,FedEx Freight,Air,24.87,2025-12-18,2025-12-17,Delivered,USA,Philadelphia Standard
LOG-E21286,PO-E21286,FedEx Freight,Air,2.93,2026-12-16,2026-12-16,Delivered,Canada,Raleigh Standard
